Project,Cruise,Site,depth,date,Season,lat (N),lon (E),Region,POC flux slow,POC flux slow unc,POC flux fast,POC flux fast unc,POC flux TOT,POC flux TOT unc,Notes on SV,Reference
COMICS 1, DY086 ,South Georgia,500,12/9/2017,Dec-Feb,52.72333,40.32778,regions.AAZ,143.09,NA,13.96,NA,157.04,NA,"Slow: 18 md,  Fast: 60 md",https://doi.org/10.1016/j.dsr2.2023.105277
COMICS 1, DY086 ,South Georgia,150,12/9/2017,Dec-Feb,52.72333,40.32778,regions.AAZ,321.53,NA,12.95,NA,334.48,NA,"Slow: 18 md,  Fast: 60 md",https://doi.org/10.1016/j.dsr2.2023.105277
COMICS 1, DY086 ,South Georgia,60,12/9/2017,Dec-Feb,52.72333,40.32778,regions.AAZ,678.59,NA,546.6,NA,1225.19,NA,"Slow: 18 md,  Fast: 60 md",https://doi.org/10.1016/j.dsr2.2023.105277
COMICS 1, DY086 ,South Georgia,250,12/9/2017,Dec-Feb,52.72333,40.32778,regions.AAZ,283.71,NA,46.27,NA,329.99,NA,"Slow: 18 md,  Fast: 60 md",https://doi.org/10.1016/j.dsr2.2023.105277
COMICS 1, DY086 ,South Georgia,160,12/10/2017,Dec-Feb,52.6675,40.26222,regions.AAZ,592.87,NA,67.02,NA,659.89,NA,"Slow: 18 md,  Fast: 60 md",https://doi.org/10.1016/j.dsr2.2023.105277
COMICS 1, DY086 ,South Georgia,110,12/10/2017,Dec-Feb,52.6675,40.26222,regions.AAZ,555.79,NA,80.42,NA,636.21,NA,"Slow: 18 md,  Fast: 60 md",https://doi.org/10.1016/j.dsr2.2023.105277
COMICS 1, DY086 ,South Georgia,70,12/10/2017,Dec-Feb,52.6675,40.26222,regions.AAZ,-76.48,NA,833.63,NA,757.15,NA,"Slow: 18 md,  Fast: 60 md",https://doi.org/10.1016/j.dsr2.2023.105277
COMICS 1, DY086 ,South Georgia,30,12/10/2017,Dec-Feb,52.6675,40.26222,regions.AAZ,573.28,NA,288.25,NA,861.53,NA,"Slow: 18 md,  Fast: 60 md",https://doi.org/10.1016/j.dsr2.2023.105277
COMICS 1, DY086 ,South Georgia,500,12/15/2017,Dec-Feb,52.70278,39.94944,regions.AAZ,73.59,NA,3.84,NA,77.43,NA,"Slow: 18 md,  Fast: 60 md",https://doi.org/10.1016/j.dsr2.2023.105277
COMICS 1, DY086 ,South Georgia,165,12/15/2017,Dec-Feb,52.70278,39.94972,regions.AAZ,50.64,NA,16.7,NA,67.34,NA,"Slow: 18 md,  Fast: 60 md",https://doi.org/10.1016/j.dsr2.2023.105277
COMICS 1, DY086 ,South Georgia,75,12/15/2017,Dec-Feb,52.70278,39.94944,regions.AAZ,134.62,NA,26.42,NA,161.04,NA,"Slow: 18 md,  Fast: 60 md",https://doi.org/10.1016/j.dsr2.2023.105277
COMICS 1, DY086 ,South Georgia,30,12/15/2017,Dec-Feb,52.70278,39.94944,regions.AAZ,303.41,NA,48.92,NA,352.33,NA,"Slow: 18 md,  Fast: 60 md",https://doi.org/10.1016/j.dsr2.2023.105277
ANTICS,JC231,PAP,50,5/4/2022,March-May,48,-16,regions.NA,26.144,2.355697773,50.76210526,13.19736933,76.90610526,13.36851367,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
ANTICS,JC231,PAP,50,5/4/2022,March-May,48,-16,regions.NA,2.384,2.813862825,34.94644596,6.131133131,37.33044596,6.126335487,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
ANTICS,JC231,PAP,50,5/5/2022,March-May,48,-16,regions.NA,3.472,1.088235269,70.66947368,8.919818887,74.14147368,8.946872298,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
ANTICS,JC231,PAP,50,5/5/2022,March-May,48,-16,regions.NA,32.848,15.94008783,101.6260954,33.73174285,134.4740954,33.21987989,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
ANTICS,JC231,PAP,50,5/6/2022,March-May,48,-16,regions.NA,7.584,5.594648872,70.24,7.881538441,77.824,9.430505428,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
ANTICS,JC231,PAP,50,5/7/2022,March-May,48,-16,regions.NA,8.848,7.217277049,39.0023369,6.855049428,47.8503369,6.619333932,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
ANTICS,JC231,PAP,50,5/7/2022,March-May,48,-16,regions.NA,6.944,6.185629798,89.37263158,37.90258258,96.31663158,38.21633678,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
ANTICS,JC231,PAP,50,5/9/2022,March-May,48,-16,regions.NA,33.2,5.543694075,41.12775073,11.5919937,74.32775073,11.28177595,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
ANTICS,JC231,PAP,50,5/9/2022,March-May,48,-16,regions.NA,25.152,1.206276917,547.84,63.48675365,572.992,63.49654893,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
ANTICS,JC231,PAP,50,5/10/2022,March-May,48,-16,regions.NA,3.728,1.052235715,89.74625122,3.231192865,93.47425122,3.302766792,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
ANTICS,JC231,PAP,50,5/10/2022,March-May,48,-16,regions.NA,32.704,0.881743727,95.64631579,1.61949344,128.3503158,1.835108903,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
ANTICS,JC231,PAP,50,5/12/2022,March-May,48,-16,regions.NA,30.112,9.471837836,86.40262902,9.974492156,116.514629,8.766900069,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,220,12/6/2019,Dec-Feb,54.42,-89.13,regions.AAZ,110.05,36.66,259.63,41.06,369.67,38.15,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,110,12/6/2019,Dec-Feb,54.42,-89.13,regions.AAZ,107.83,8.29,105.62,13.13,213.45,14.63,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,80,12/9/2019,Dec-Feb,59.96,-89.13,regions.AAZ,41.02,19.12,270.68,69.53,311.7,70.06,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,180,12/9/2019,Dec-Feb,59.96,-89.12,regions.AAZ,63.31,10.89,163.4,54.39,226.71,55.03,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,400,12/9/2019,Dec-Feb,59.97,-89.12,regions.AAZ,80.29,22.82,35.08,14.3,115.37,14.94,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,80,12/11/2019,Dec-Feb,57,-89.13,regions.AAZ,60.74,31.94,108.99,68.1,169.73,66.57,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,400,12/11/2019,Dec-Feb,57.01,-89.14,regions.AAZ,1.38,18.99,189.51,9.66,190.89,21.06,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,130,12/11/2019,Dec-Feb,57.01,-89.14,regions.AAZ,73.39,35.58,238.65,24.73,312.04,18.89,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,80,12/14/2019,Dec-Feb,54.43,-89.11,regions.AAZ,105.05,7.33,144.44,31.27,249.49,31.33,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,180,12/14/2019,Dec-Feb,54.43,-89.11,regions.AAZ,69.93,11.98,57.3,22.43,127.22,23.17,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,700,12/14/2019,Dec-Feb,54.43,-89.11,regions.AAZ,4.25,8.55,78.97,13.64,83.22,15.81,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,100,12/17/2019,Dec-Feb,59.96,-89.12,regions.AAZ,43.24,11.14,397.68,36.44,440.92,37.76,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,200,12/17/2019,Dec-Feb,59.96,-89.12,regions.AAZ,26.66,12.74,140.54,11.37,167.21,12.7,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,400,12/17/2019,Dec-Feb,59.96,-89.12,regions.AAZ,19.67,8.06,169.28,24.86,188.95,24.81,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,750,12/17/2019,Dec-Feb,59.96,-89.12,regions.AAZ,38.71,9.2,59.22,8.43,97.93,7.82,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,30,12/20/2019,Dec-Feb,57.01,-89.15,regions.AAZ,221.44,43.09,70.05,22.15,291.49,45.96,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,130,12/20/2019,Dec-Feb,57.01,-89.15,regions.AAZ,96.7,6.08,223.56,69.79,320.25,69.8,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,400,12/20/2019,Dec-Feb,57.01,-89.15,regions.AAZ,28.49,12.41,103.1,16.35,131.58,15.6,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,750,12/20/2019,Dec-Feb,57.02,-89.16,regions.AAZ,-3.9,4.1,58.58,6.67,54.68,7.11,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,50,12/22/2019,Dec-Feb,54.42,-89.13,regions.AAZ,-39.09,9.83,123.8,19.99,84.71,22.08,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,150,12/22/2019,Dec-Feb,54.42,-89.13,regions.AAZ,180.13,15.81,150.95,19,331.08,18.44,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,400,12/22/2019,Dec-Feb,54.42,-89.13,regions.AAZ,12.17,3.81,107.84,10.08,120.01,10.36,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,750,12/22/2019,Dec-Feb,54.42,-89.13,regions.AAZ,24.06,8.14,91,7.86,115.05,8.02,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,140,12/27/2019,Dec-Feb,59.97,-89.13,regions.AAZ,71.06,13.58,95.11,10.32,166.17,8.72,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,400,12/27/2019,Dec-Feb,59.97,-89.12,regions.AAZ,28.38,9.77,104.5,13.97,132.88,13.8,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,50,12/27/2019,Dec-Feb,59.97,-89.12,regions.AAZ,71.82,23.51,412.8,27.44,484.62,19.36,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,30,12/29/2019,Dec-Feb,57.03,-89.13,regions.AAZ,196.98,37.84,372.95,46.69,569.93,45.92,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,130,12/29/2019,Dec-Feb,57.03,-89.13,regions.AAZ,67.46,11.64,207.9,33.45,275.36,33.23,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,750,12/29/2019,Dec-Feb,57.04,-89.13,regions.AAZ,-6.01,5.86,110.43,8.79,104.42,9.33,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,50,12/30/2019,Dec-Feb,59.98,-89.13,regions.AAZ,242.23,13.55,358.33,15.12,600.56,12.84,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,150,12/30/2019,Dec-Feb,59.98,-89.12,regions.AAZ,96.26,5.09,233.17,44.42,329.42,44.56,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,400,12/30/2019,Dec-Feb,59.98,-89.12,regions.AAZ,1.11,5.09,211.72,57.17,212.84,57.19,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,750,12/30/2019,Dec-Feb,59.99,-89.12,regions.AAZ,-1.49,17.15,120.37,19.82,118.89,20.22,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,70,1/3/2020,Dec-Feb,54.42,-89.13,regions.AAZ,161.39,20.82,278.25,67.99,439.64,67.84,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,170,1/3/2020,Dec-Feb,54.42,-89.13,regions.AAZ,35.72,14.62,271.37,10.65,307.09,9.73,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,750,1/3/2020,Dec-Feb,54.42,-89.13,regions.AAZ,11.49,4.38,143.48,57.58,154.98,57.62,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,400,1/3/2020,Dec-Feb,54.42,-89.13,regions.AAZ,14.39,7.06,145.14,28.78,159.53,29.49,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,80,1/4/2020,Dec-Feb,57,-89.13,regions.AAZ,272.94,58.4,353.4,52.93,626.35,45.55,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,180,1/4/2020,Dec-Feb,57,-89.13,regions.AAZ,37.43,4.97,140.17,27.44,177.6,27.55,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,400,1/4/2020,Dec-Feb,57,-89.13,regions.AAZ,35.51,11.31,87.7,10.12,123.22,10.37,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,750,1/4/2020,Dec-Feb,57,-89.13,regions.AAZ,73.34,25.7,21.51,17.33,94.85,12.99,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,180,1/5/2020,Dec-Feb,57,-89.13,regions.AAZ,36.78,12.73,260.38,19.33,297.16,18.68,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,180,1/5/2020,Dec-Feb,57,-89.13,regions.AAZ,92.56,23.28,173.45,23.71,266.01,22.86,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
CUSTARD,DY111,Punta Arenas,180,1/5/2020,Dec-Feb,57,-89.13,regions.AAZ,46.54,5.35,140.67,9.02,187.21,8.89,"Slow: 18 md,  Fast: 40 md",Provided by Sari Giering
COMICS 2,DY090,Namibia,60,6/2/2018,June-Aug,18.02,11.01,NA,141.49,NA,95.68,NA,237.17,NA,Chloe you sent me these data. You have info in regrads to the SV and the ref?,NA
COMICS 2,DY090,Namibia,120,6/2/2018,June-Aug,18.02,11.01,NA,52.76,NA,88.81,NA,141.56,NA,Chloe you sent me these data. You have info in regrads to the SV and the ref?,NA
COMICS 2,DY090,Namibia,250,6/2/2018,June-Aug,18.02,11.01,NA,7.35,NA,291.64,NA,298.99,NA,Chloe you sent me these data. You have info in regrads to the SV and the ref?,NA
COMICS 2,DY090,Namibia,350,6/2/2018,June-Aug,18.02,11.01,NA,82.61,NA,90.36,NA,172.97,NA,Chloe you sent me these data. You have info in regrads to the SV and the ref?,NA
COMICS 2,DY090,Namibia,80,6/3/2018,June-Aug,18.02,11.01,NA,27.16,NA,121.55,NA,148.71,NA,Chloe you sent me these data. You have info in regrads to the SV and the ref?,NA
COMICS 2,DY090,Namibia,120,6/3/2018,June-Aug,18.02,11.01,NA,58.15,NA,316.38,NA,374.54,NA,Chloe you sent me these data. You have info in regrads to the SV and the ref?,NA
COMICS 2,DY090,Namibia,250,6/3/2018,June-Aug,18.02,11.01,NA,84.16,NA,190.12,NA,274.28,NA,Chloe you sent me these data. You have info in regrads to the SV and the ref?,NA
COMICS 2,DY090,Namibia,400,6/3/2018,June-Aug,18.02,11.01,NA,35.06,NA,112.89,NA,147.96,NA,Chloe you sent me these data. You have info in regrads to the SV and the ref?,NA
COMICS 2,DY090,Namibia,50,6/4/2018,June-Aug,18.02,11.01,NA,48.03,NA,115.55,NA,163.57,NA,Chloe you sent me these data. You have info in regrads to the SV and the ref?,NA
COMICS 2,DY090,Namibia,100,6/4/2018,June-Aug,18.02,11.01,NA,32.61,NA,173.29,NA,205.9,NA,Chloe you sent me these data. You have info in regrads to the SV and the ref?,NA
COMICS 2,DY090,Namibia,250,6/4/2018,June-Aug,18.02,11.01,NA,-27.12,NA,65.19,NA,38.07,NA,Chloe you sent me these data. You have info in regrads to the SV and the ref?,NA
COMICS 2,DY090,Namibia,500,6/4/2018,June-Aug,18.02,11.01,NA,-91.26,NA,162.18,NA,70.92,NA,Chloe you sent me these data. You have info in regrads to the SV and the ref?,NA
COMICS 2,DY090,Namibia,50,6/6/2018,June-Aug,18.02,11.01,NA,85.32,NA,71.74,NA,157.07,NA,Chloe you sent me these data. You have info in regrads to the SV and the ref?,NA
COMICS 2,DY090,Namibia,100,6/6/2018,June-Aug,18.02,11.01,NA,92.05,NA,85.98,NA,178.03,NA,Chloe you sent me these data. You have info in regrads to the SV and the ref?,NA
COMICS 2,DY090,Namibia,250,6/6/2018,June-Aug,18.02,11.01,NA,337.78,NA,185.82,NA,523.6,NA,Chloe you sent me these data. You have info in regrads to the SV and the ref?,NA
COMICS 2,DY090,Namibia,500,6/6/2018,June-Aug,18.02,11.01,NA,45.29,NA,124.05,NA,169.34,NA,Chloe you sent me these data. You have info in regrads to the SV and the ref?,NA
COMICS 2,DY090,Namibia,100,6/10/2018,June-Aug,18.02,11.01,NA,19.81,NA,121.54,NA,141.35,NA,Chloe you sent me these data. You have info in regrads to the SV and the ref?,NA
COMICS 2,DY090,Namibia,250,6/10/2018,June-Aug,18.02,11.01,NA,18.79,NA,132.73,NA,151.52,NA,Chloe you sent me these data. You have info in regrads to the SV and the ref?,NA
COMICS 2,DY090,Namibia,500,6/10/2018,June-Aug,18.02,11.01,NA,-4.92,NA,107.34,NA,102.42,NA,Chloe you sent me these data. You have info in regrads to the SV and the ref?,NA
COMICS 2,DY090,Namibia,750,6/10/2018,June-Aug,18.02,11.01,NA,56.26,NA,65.37,NA,121.63,NA,Chloe you sent me these data. You have info in regrads to the SV and the ref?,NA
COMICS 2,DY090,Namibia,15,6/11/2018,June-Aug,18.02,11.01,NA,119.58,NA,114.89,NA,234.46,NA,Chloe you sent me these data. You have info in regrads to the SV and the ref?,NA
COMICS 2,DY090,Namibia,35,6/11/2018,June-Aug,18.02,11.01,NA,107.06,NA,116,NA,223.06,NA,Chloe you sent me these data. You have info in regrads to the SV and the ref?,NA
COMICS 2,DY090,Namibia,55,6/11/2018,June-Aug,18.02,11.01,NA,64.59,NA,90.02,NA,154.61,NA,Chloe you sent me these data. You have info in regrads to the SV and the ref?,NA
COMICS 2,DY090,Namibia,75,6/11/2018,June-Aug,18.02,11.01,NA,55.48,NA,64.79,NA,120.28,NA,Chloe you sent me these data. You have info in regrads to the SV and the ref?,NA
COMICS 2,DY090,Namibia,100,6/11/2018,June-Aug,18.02,11.01,NA,60.51,NA,63.23,NA,123.74,NA,Chloe you sent me these data. You have info in regrads to the SV and the ref?,NA
COMICS 2,DY090,Namibia,250,6/11/2018,June-Aug,18.02,11.01,NA,36.19,NA,65.65,NA,101.84,NA,Chloe you sent me these data. You have info in regrads to the SV and the ref?,NA
COMICS 2,DY090,Namibia,500,6/11/2018,June-Aug,18.02,11.01,NA,60.11,NA,58.73,NA,118.85,NA,Chloe you sent me these data. You have info in regrads to the SV and the ref?,NA
COMICS 2,DY090,Namibia,100,6/12/2018,June-Aug,18.02,11.01,NA,-15.18,NA,74.12,NA,58.95,NA,Chloe you sent me these data. You have info in regrads to the SV and the ref?,NA
COMICS 2,DY090,Namibia,750,6/12/2018,June-Aug,18.02,11.01,NA,58.15,NA,129.86,NA,188,NA,Chloe you sent me these data. You have info in regrads to the SV and the ref?,NA
COMICS 2,DY090,Namibia,250,6/13/2018,June-Aug,18.02,11.01,NA,17.78,NA,94.13,NA,111.91,NA,Chloe you sent me these data. You have info in regrads to the SV and the ref?,NA
COMICS 2,DY090,Namibia,35,6/14/2018,June-Aug,18.02,11.01,NA,148.79,NA,156.17,NA,304.95,NA,Chloe you sent me these data. You have info in regrads to the SV and the ref?,NA
